album	year	num	title	lyrics
Piece Of Mind	1983	5	The Trooper	You'll take my life but I'll take yours too\nYou'll fire your musket but I'll run you through\nSo when you're waiting for the next attack\nYou'd better stand there's no turning back.\nThe Bugle sounds and the charge begins\nBut on this battlefield no one wins\nThe smell of acrid smoke and horses breath\nAs I plunge on into certain death.\nThe horse he sweats with fear we break to run\nThe mighty roar of the Russian guns\nAnd as we race towards the human wall\nThe screams of pain as my comrades fall.\nWe hurdle bodies that lay on the ground\nAnd the Russians fire another round\nWe get so near yet so far away\nWe won't live to fight another day.\nWe get so close near enough to fight\nWhen a Russian gets me in his sights\nHe pulls the trigger and I feel the blow\nA burst of rounds take my horse below.\nAnd as I lay there gazing at the sky\nMy body's numb and my throat is dry\nAnd as I lay forgotten and alone\nWithout a tear I draw my parting groan.\n
Piece Of Mind	1983	6	Still Life	Take a look in the pool and what do you see\nIn the dark depths there faces beckoning me\nCan't you see them it's plain for all to see\nThey were there oh I know you don't believe me.\nOh.....I've never felt so strange\nBut.....I'm not going insane.\nI've no doubt that you think I'm off of my head\nYou don't say but it's in your eyes instead\nHours I spend out just gazing into that pool\nSomething draws me there I don't know what to do.\nOh.....they drain my strength away\nOh.....they're asking me to stay.\nNightmares.....spirits calling me\nNightmares.....they won't leave me be.\nAll my life's blood is slowly draining away\nAnd I feel that I'm weaker every day\nSomehow I know I haven't long to go\nJoining them at the bottom of the pool.\nNow.....I feel they are so near\nI.....begin to see them clear\nNightmares.....coming all the time\nNightmares.....Will give me peace of mind.\nNow it's clear and I know what I have to do\nI must take you down there to look at them too\nHand in hand then we'll jump right into the pool\nCan't you see not just me they want you too.\nOh.....we'll drown together\nIt.....will be forever.\nNightmares.....forever calling me\nNightmares.....Now we rest in peace.\n
Piece Of Mind	1983	7	Quest For Fire	In a time when dinosaurs walked the earth\nWhen the land was swamp and caves were home\nIn an age when prize possession was fire\nTo search for landscapes men would roam.\nThen the tribes they came to steal their fire\nAnd the wolves they howled into the night\nAs they fought a vicious angry battle\nto save the power of warmth and light.\nDrawn by Quest for fire\nThey searched all through the land\nDrawn by Quest for fire\nDiscovery of man.\nAnd they thought that when the embers died away\nThat the flame of life had burnt and died\nDidn't know the sparks that made the fire\nWere made by rubbing stick and stone.\nSo they ploughed through forest and swamps of danger\nAnd they fought the cannibal tribes and beasts\nIn the search to find another fire\nTo regain the power of life and heat.\nDrawn by Quest for fire\nThey searched across the land\nDrawn by Quest for fire\nDiscovery of man.\n
Piece Of Mind	1983	8	Sun And Steel	Well, you killed your first man at 13,\nKiller instinct, Animal supreme,\nBy 16 you had learned to fight\nThe way of the warrior, you took it as your right.\nSunlight, falling on your steel,\nDeath in life is your ideal,\nLife is like a wheel\nThrough earth and water, fire and wind,\nYou came at last - nothing was the end,\nMake a cut by fire and stones,\nTake you and your blade and break you both\nin two - break you both in two.\nSunlight, falling on your steel,\nDeath in life is your ideal,\nLife is like a wheel rolling on and on.\n
Piece Of Mind	1983	9	To Tame A Land	He is the King of all the land\nIn the Kingdom of the sands\nOf a time tomorrow.\nHe rules the sand worms and the Fremen\nIn the land amongst the stars\nOf an age tomorrow.\nHe is destined to be a King\nHe rules over everything\nIn the land called "Planet Dune".\nBodywater is your life\nAnd without it you would die\nIn the desert, the planet Dune.\nWithout a stillsuit you would fry\nOn the sands so hot and dry\nIn a world called Arrakis.\nIt is a land that's rich in spice\nThe sandriders and the "mice"\nThat they call the "Muad Dib".\nHe is the Kwizatz Haderach.\nHe is born of Caladan\nAnd will take the Gom Jabbar.\nHe has the power to foresee\nOr to look into the past\nHe is the ruler of the stars.\nThe time will come for him to lay claim his crown,\nAnd then the foe\nYes, they'll be cut down,\nYou'll see\nHe'll be\nThe best that there's been,\nMessiah supreme\nTrue leader of men,\nAnd when the time for judgement's at hand,\nDon't fret.\nHe's strong\nHe'll make a stand\n'Gainst evil\nThe fire that spreads through the land,\nHe has the power to make it all end.\n
Powerslave	1984	1	Aces High	There goes the siren that warns of the air raid\nThen comes the sound of the guns sending flak\nOut for the scramble we've got to get airborne\nGot to get up for the coming attack.\nJump in the cockpit and start up the engines\nRemove all the wheel blocks\nThere's no time to waste\nGathering speed as we head down the runway\nGotta get airborne before it's too late\nRunning, scrambling, flying\nRolling, turning, diving, going in again\nRun, live to fly, fly to live, do or die\nRun, live to fly, fly to live, aces high\nMove in to fire at the mainstream of bombers\nLet off a sharp burst and then turn away\nRoll over, spin 'round and come in behind them\nMove to their blindsides and firing again\nBandits at 8 o'clock move in behind us\nTen ME-109's out of the sun\nAscending and turning out spitfires to face them\nHeading straight for them I press down my guns.\nRolling, turning, diving\nRolling, turning, diving, goin' again\nRun, live to fly, fly to live, do or die\nRun, live to fly, fly to live, aces high.\n
Powerslave	1984	2	2 Minutes To Midnight	Kill for gain or shoot to maim\nWe don't need a reason\nThe Golden Goose is on the loose\nAnd never out of season\nBlackened pride still burns inside\nThe shell of bloody treason\nHere's my gun for a barrel of fun\nFor the love of living death\nThe killer's breed or the demon's seed,\nThe glamour, the fortune, the pain,\nGo to war again, blood is freedom's stain\nDon't you pray for our soul anymore\n2 minutes to midnight,\nThe hands that threaten doom.\n2 minutes to midnight,\nTo kill the unborn in the womb.\nThe blind men shout,\n"Let the creatures out\nWe'll show the unbelievers."\nNapalm screams of human flames\nFor a prime time Belsen feast ... yeah!\nAs the reasons for the carnage cut their meat and lick the gravy\nWe oil the jaws of the war machine and feed it with our babies.\nThe killer's breed or the demon's seed,\nThe glamour, the fortune, the pain,\nGo to war again, blood is freedom's stain\nDon't you pray for our soul anymore\n2 minutes to midnight,\nThe hands that threaten doom.\n2 minutes to midnight,\nTo kill the unborn in the womb.\nThe body bags and little rags of children torn in two\nAnd the jellied brains of those who remain to put the finger right on you\nAs the madmen play on words and make us all dance to their song\nTo the tune of starving millions to make a better kind of gun.\nThe killer's breed or the Demon's seed,\nThe glamour, the fortune, the pain,\nGo to war again, blood is freedom's stain\nDon't you pray for my soul anymore.\n2 minutes to midnight,\nThe hands that threaten doom.\n2 minutes to midnight,\nTo kill the unborn in the womb.\nMidnight\nMidnight\nMidnight\nIt's all night\nMidnight\nMidnight\nMidnight\nIt's all night\n
Powerslave	1984	3	Losfer Words (Big 'Orra)	
Powerslave	1984	4	Flash Of The Blade	As a young boy chasing Dragons\nwith your wooden sword so mighty,\nYou're St. George or you're David and you always\nkilled the beast\nTimes change very quickly\nAnd you had to grow up early\nA house in smoking ruins and the bodies at your feet\nYou'll die as you lived\nIn a flash of the blade\nIn a corner forgotten by no-one\nYou lived for the touch\nFor the feel of the steel\nOne man, and his Honour.\nThe smell of resined leather\nThe steely iron mask\nAs you cut and thrust and parried at the\nfencing master's call\nHe taught you all he ever knew\nTo fear no mortal man\nAnd now you'll wreak your vengeance in the\nScreams of evil man.\n
Powerslave	1984	5	The Duellists	He threw down a glove you made the mistake\nOf picking it up now you're gone\nThe choosing of guns or fighting with swords\nThe choice of weapons is gone\nHe'll tear you apart as soon as you start\nYou know you don't have a chance\nOh, oh. Fight for the honour\nFight for the splendour\nFight for the pleasure\nOh, oh. Fight for the honour\nFight for the splendour\nFight for your life!\nReady to start the duel begins\nThe best man wins in the end\nA lunge and a feint, a parry too late\nA cut to the chest and you're down\nSeeing the stain then feeling the pain\nFeeling the sweat on your brow\nThe fighting resumes, a silence looms\nThe swordsmen move 'gainst each other\nA cut and a thrust, a parry, a blow\nA stab to the heart and you're down\nThe angel of death hears your last breath\nMeanwhile the reaper looks on\nOh, oh. Fought for the honour\nFought for the splendour\nFought for the pleasure\nOh, oh. Fought for the honour\nFought for the splendour\nFought to the death\n
Powerslave	1984	6	Back In The Village	Turn the spotlights on the people\nSwitch the dial and eat the worm\nTake your chances, kill the engine\nDrop your bombs and let it burn\nWhite flags shot to ribbons,\nThe truce is black and burned.\nShell-shock in the kitchen.\nTables overturned\nBack in the village again\nIn the village,\nI'm back in the village again.\nThrowing dice now, rolling loaded\nI see sixes all the way,\nIn a black hole and I'm spinning\nAs my wings get shot away.\nQuestions are a burden\nAnd answers are a prison for oneself\nShell-shock in the kitchen\nTables start to burn.\nBack in the village again\nIn the village,\nI'm back in the village again.\nNo breaks on the inside,\nPaper cats and burning barns,\nThere's fox among the chickens,\nAnd a killer in the hounds.\nQuestions are a burden\nAnd answers are a prison for oneself\nShell-shock in the kitchen\nTables start to burn.\nBack in the village again\nIn the village,\nI'm back in the village again.\nBut still we walk into the valley\nAnd others try to kill the inner flame\nWe're burning brighter than before\nI don't have a number, I'm a name!\nBack in the village again\nIn the village\nI'm back in the village again\nBack in the village again\nIn the village\nI'm back in the village\nBack in the village\nBack in the village again.\n
